Barangay,overall_share,recent_share,seasonal_share,risk_score_raw,risk_score,Date,Year,Month,predicted_outbreak_probability,predicted_city_cases_proxy,predicted_barangay_cases_proxy,predicted_barangay_label
"BAYAN PARK, EAST",0.0006934812760055479,0.0,0.0,0.00013869625520110957,6.864383017110533e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.005565802114776755,Higher Risk
BGH COMPOUND,0.014700542507853678,0.019371906468680665,0.033704170432317986,0.02560376565833393,0.012671867304874377,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.0274646048717788,Higher Risk
BROOKSIDE,0.010710221091892265,0.010752688172043012,0.0,0.005367850669991356,0.00265666747267588,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.21540880514418315,Higher Risk
BROOKSPOINT,0.013107881526982536,0.0,0.0,0.002621576305396507,0.00129747582894215,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.10520237135074273,Higher Risk
BURNHAM-LEGARDA-KISAD,0.0010645848119233499,0.0,0.0,0.00021291696238466998,0.00010537729216472735,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.008544237029284685,Higher Risk
CABINET HILL-TEACHER'S CAMP,0.013405186762074112,0.018518518518518517,0.0,0.008236592907970377,0.004076471163143027,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.33052980528756193,Higher Risk
CAMDAS SUBDIVISION,0.010891636723397727,0.018518518518518517,0.011771140949920019,0.013619453375195111,0.0067405673149184015,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.546540945087881,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.05157666892605746,0.057894220006026696,0.02865312405313242,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,2.3232622371502663,Higher Risk
CAMP 8,0.027513281058517875,0.010752688172043012,0.011627906976744186,0.01454241615168857,0.0071973619125230955,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.5835789182171398,Higher Risk
CAMP ALLEN,0.015977416085353455,0.016855764214919144,0.015625,0.016064712481546433,0.007950779880335856,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.6446678071691466,Higher Risk
CAMPO FILIPINO,0.012225925774298428,0.018518518518518517,0.023255813953488372,0.01962864768715943,0.009714649875529243,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.7876865071013526,Higher Risk
CITY CAMP CENTRAL,0.01160167449829462,0.018518518518518517,0.0,0.007875890455214479,0.0038979515782171393,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.31605502028747,Higher Risk
CITY CAMP PROPER,0.014197824667003879,0.010752688172043012,0.0,0.006065371385013679,0.003001885830831214,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.24339991611644807,Higher Risk
COUNTRY CLUB VILLAGE,0.008297450569648713,0.0,0.0,0.0016594901139297428,0.000821318191944307,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.06659439775189682,Higher Risk
CRESENCIA VILLAGE,0.01393283911563931,0.0,0.011627906976744186,0.008600521311499954,0.004256587342127836,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.3451340458638861,Higher Risk
"DAGSIAN, LOWER",0.00881987436441062,0.016299709848096946,0.0,0.006653887827311207,0.0032931555746278113,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.2670167474027067,Higher Risk
"DAGSIAN, UPPER",0.005526063241343298,0.0,0.015873015873015872,0.009041720584776595,0.0044749465757099,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.3628391226497043,Higher Risk
DIZON SUBDIVISION,0.0076907271097594165,0.0,0.0,0.0015381454219518835,0.0007612620324163125,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.061724904035227963,Higher Risk
DOMINICAN HILL-MIRADOR,0.015020287210642485,0.01705285476298652,0.027276674335866398,0.021758251038957652,0.010768637458688479,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.8731462826510777,Higher Risk
DONTOGAN,0.014648554964830397,0.01408450704225352,0.015625,0.014967563105642135,0.007407776499871795,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.6006398245262146,Higher Risk
DPS AREA,0.009108315198818107,0.0,0.0078125,0.0057279130397636215,0.0028348702664413986,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.22985790397691047,Higher Risk
ENGINEERS' HILL,0.01331129875644272,0.037037037037037035,0.013750461424880029,0.02064860157483967,0.01021944750937135,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.8286166785525861,Higher Risk
FAIRVIEW VILLAGE,0.022199649377479237,0.029804634257155835,0.018251276608834747,0.02250695845705997,0.011139189243100688,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.903191487007753,Higher Risk
FERDINAND,0.0108702922963161,0.016299709848096946,0.0078125,0.010970221413692305,0.005429404092915216,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.4402287679315036,Higher Risk
FERDINAND (HAPPY HOMES-CAMPO SIOCO),0.010982570777634908,0.0,0.023255813953488372,0.013824421132271168,0.006842010370369899,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.5547661850133627,Higher Risk
FORT DEL PILAR,0.012595409442947061,0.0,0.06896551724137931,0.037001840509279064,0.018313025483307772,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.4848628887532505,Higher Risk
GABRIELA SILANG,0.01842431555907383,0.018518518518518517,0.06666666666666667,0.04257375200070365,0.021070687149018844,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.7084605390095768,Higher Risk
GENERAL EMILIO F. AGUINALDO,0.001404809036358004,0.0,0.0,0.0002809618072716008,0.00013905418394284305,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.011274838090014016,Higher Risk
"GENERAL EMILIO F. AGUINALDO (QUIRINO-MAGSAYSAY, LOWER)",0.02957987240482632,0.0,0.023255813953488372,0.01754388145770945,0.008682853171333332,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.7040260198599132,Higher Risk
"GENERAL LUNA, LOWER",0.0038054685982949706,0.0,0.0,0.0007610937196589942,0.00037668203774364695,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.03054225961817783,Higher Risk
"GENERAL LUNA, UPPER",0.007661001292752662,0.012751779494169318,0.015625,0.013170234106801328,0.00651823880918839,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.5285140304433638,Higher Risk
GIBRALTAR,0.0256567382028497,0.010752688172043012,0.019523078934416144,0.018118693559390914,0.008967340335250666,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.7270929037242179,Higher Risk
GREENWATER VILLAGE,0.009009889610666877,0.0,0.015873015873015872,0.009738485858641312,0.0048197910494048955,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.3907999181964627,Higher Risk
GUISAD CENTRAL,0.015045579087301749,0.01408450704225352,0.042295258620689655,0.028382097240481234,0.01404692477133157,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.1389574766370922,Higher Risk
GUISAD SORONG,0.012834062514595018,0.07042253521126761,0.06666666666666667,0.05702690639963262,0.028223871454956088,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,2.2884574336777916,Higher Risk
GUISAD SURONG,0.00035486160397445,0.0,0.0,7.097232079489e-05,3.512576405490912e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.0028480790097615617,Higher Risk
HAPPY HOLLOW,0.010499862392302568,0.018518518518518517,0.0,0.007655528034016069,0.0037888893645697426,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.307212001215722,Higher Risk
HAPPY HOMES,0.010513918973961787,0.03225806451612903,0.015625,0.019592703149631064,0.009696860132568279,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.7862440731819943,Higher Risk
HAPPY HOMES (HAPPY HOMES-LUCBAN),0.014811403474952915,0.0,0.03914728682170543,0.022535924105843298,0.011153524980377772,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.9043538620770751,Higher Risk
HARRISON-CLAUDIO CARANTES,0.01,0.0,0.0,0.002,0.000989844031067339,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.08025886649508081,Higher Risk
HILLSIDE,0.010484824861130263,0.0,0.0,0.0020969649722260525,0.001037834130557623,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.08415001587537578,Higher Risk
HOLY GHOST EXTENSION,0.013546610934805506,0.012751779494169318,0.011842757936507936,0.012456235003465864,0.006164864933876369,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.49986165108725955,Higher Risk
HOLY GHOST PROPER,0.009430139713221332,0.010752688172043012,0.017974388532477948,0.014099028660496143,0.006977919681719723,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.565786029486539,Higher Risk
HOLYGHOST EXTENSION,0.00034674063800277393,0.0,0.0,6.934812760055478e-05,3.432191508555267e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.0027829010573883774,Higher Risk
HONEYMOON,0.011782810540811135,0.0,0.0078125,0.006262812108162227,0.0030996035914803185,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.25132310043638384,Higher Risk
HONEYMOON (HONEYMOON-HOLY GHOST),0.008947342390148848,0.0,0.0,0.0017894684780297696,0.0008856473458804615,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.07181035583767335,Higher Risk
IMELDA R. MARCOS,0.007710869303299596,0.010752688172043012,0.0078125,0.008674230312272822,0.004293067549353316,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.34809194629014373,Higher Risk
IMELDA R. MARCOS (LA SALLE),0.0063248484089374925,0.0,0.0,0.0012649696817874985,0.0006260613444992533,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.050762516405453845,Higher Risk
IMELDA VILLAGE,0.010702149333658014,0.018518518518518517,0.015873015873015872,0.015632493358795095,0.007736865120951571,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.6273230987343864,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.07141845289806648,0.0707647510561642,0.03502303322145515,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,2.8397493537871554,Higher Risk
KABAYANIHAN,0.0053185830734311206,0.0,0.0,0.0010637166146862242,0.0005264567708971576,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.042686344883350484,Higher Risk
KAGITINGAN,0.002882266699760035,0.0,0.0,0.0005764533399520071,0.00028529944887016286,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.023132745825925782,Higher Risk
KAYANG EXTENSION,0.009188434562808151,0.0,0.015873015873015872,0.009774194849069566,0.00483746421492032,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.3922328997441904,Higher Risk
KAYANG-HILLTOP,0.02043479107724134,0.0,0.06666666666666667,0.0374202915487816,0.018520126115180526,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.5016550918103313,Higher Risk
KIAS,0.03100431958926556,0.024085853231696028,0.020855443275501415,0.023854341525112628,0.011806038786837248,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.9572612058960382,Higher Risk
LEGARDA-BURNHAM-KISAD,0.011080265765694961,0.0,0.015873015873015872,0.010152561089646928,0.005024725997316765,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.4074165225385624,Higher Risk
LIWANAG-LOAKAN,0.019213489096757252,0.03225806451612903,0.015749007936507936,0.021394621142444125,0.010588669017397703,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.858554020992128,Higher Risk
LOAKAN PROPER,0.03835140492788289,0.046248338297406905,0.04352778414225888,0.04330867454592809,0.021434416496362456,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.7379525642302733,Higher Risk
LOPEZ JAENA,0.010017775798486228,0.018518518518518517,0.0078125,0.0114653607152528,0.00567445943401347,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.4600984274817093,Higher Risk
LOURDES SUBDIVISION EXTENSION,0.009976885449244199,0.02816901408450704,0.009720203488372093,0.015306183059386998,0.00757536696987912,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.6142284513563042,Higher Risk
"LOURDES SUBDIVISION, LOWER",0.004487591143057561,0.01408450704225352,0.0,0.005122870341287568,0.0025354213146277,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.20557788339650396,Higher Risk
"LOURDES SUBDIVISION, PROPER",0.005727180185290716,0.010752688172043012,0.0078125,0.008277492488671045,0.004096713266057883,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.3321710822811418,Higher Risk
LOWER DAGSIAN,0.00034674063800277393,0.0,0.0,6.934812760055478e-05,3.432191508555267e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.0027829010573883774,Higher Risk
LOWER ROCK QUARRY,0.00034674063800277393,0.0,0.0,6.934812760055478e-05,3.432191508555267e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.0027829010573883774,Higher Risk
LUALHATI,0.007125871831034546,0.010752688172043012,0.0,0.004650980817819813,0.0023018728005638157,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.18664122426429103,Higher Risk
LUCNAB,0.013416006879613617,0.010752688172043012,0.015625,0.013721507827535626,0.006791076310164954,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.550636332420694,Higher Risk
MAGSAYSAY AVENUE,0.0006934812760055479,0.0,0.0,0.00013869625520110957,6.864383017110533e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.005565802114776755,Higher Risk
MAGSAYSAY PRIVATE ROAD,0.008378518994245644,0.0,0.019779265873015872,0.011565336735357066,0.005723939767388508,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.4641104085068382,Higher Risk
"MAGSAYSAY, LOWER",0.007952753823419144,0.0,0.0,0.0015905507646838289,0.0007871985902659398,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.06382790073820405,Higher Risk
"MAGSAYSAY, UPPER",0.0072956471877073355,0.0,0.0,0.0014591294375414672,0.0007221552821525324,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.05855403736334148,Higher Risk
MALCOLM SQUARE-PERFECTO,0.0006934812760055479,0.0,0.0,0.00013869625520110957,6.864383017110533e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.005565802114776755,Higher Risk
MALCOLM SQUARE-PERFECTO (JOSE ABAD SANTOS),0.002150537634408602,0.0,0.0,0.00043010752688172043,0.00021286968410050297,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.017259971289264688,Higher Risk
MANUEL A. ROXAS,0.007952402629640629,0.01408450704225352,0.0,0.005815832638604182,0.0028783836115044803,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.23338606764973324,Higher Risk
MANUEL ROXAS,0.0006275029257225496,0.0,0.0,0.00012550058514450993,6.211300255037574e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.005036267354083871,Higher Risk
MARCOS HIGHWAY,0.0009082652134423251,0.0,0.0,0.00018165304268846503,8.990409001519881e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.007289633650779365,Higher Risk
"MARKET SUBDIVISION, UPPER",0.007239918360144109,0.0,0.011627906976744186,0.007261937160400914,0.0035940925761044724,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.29141742252614156,Higher Risk
MATICMATIC,0.009259259259259259,0.0,0.0,0.001851851851851852,0.0009165222509882767,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.07431376527322296,Higher Risk
MIDDLE QUEZON HILL,0.0025789140096325,0.0,0.0,0.0005157828019265,0.0002552722639070668,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.020698071520138833,Higher Risk
MIDDLE QUEZON HILL SUBDIVISION,0.008068844792422614,0.0,0.0078125,0.0055200189584845225,0.0027319789087172264,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.2215152323196621,Higher Risk
MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),0.009828869988552548,0.0,0.0,0.0019657739977105098,0.0009729048290305644,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.07888539642087454,Higher Risk
MILITARY CUT-OFF,0.01377961119491897,0.0,0.011627906976744186,0.008569875727355887,0.004241420167856047,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.3439042559406448,Higher Risk
MINES VIEW,0.010752688172043012,0.010752688172043012,0.0,0.005376344086021506,0.0026608710512562874,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.2157496411158086,Higher Risk
MINES VIEW PARK,0.008672791212112984,0.0,0.0,0.001734558242422597,0.0008584710614003309,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.0696068392032686,Higher Risk
"MODERN SITE, EAST",0.010574239438031615,0.0,0.0078125,0.006021097887606323,0.002979973902259641,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.24162324575760447,Higher Risk
"MODERN SITE, WEST",0.005726255397236057,0.0,0.0,0.0011452510794472115,0.0005668099725321245,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.04595827674435046,Higher Risk
"MODERNSITE, WEST",0.007462686567164179,0.0,0.0,0.0014925373134328358,0.0007386895754233873,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.059894676488866275,Higher Risk
MRR-QUEEN OF PEACE,0.00957218819327287,0.018518518518518517,0.015625,0.015282493194210128,0.007563642334058062,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.6132777904930458,Higher Risk
NEW LUCBAN,0.016799016334701867,0.0,0.02326299885598452,0.014991302694932634,0.007419525745251389,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.6015924807899716,Higher Risk
NORTH SANITARY CAMP,0.0006934812760055479,0.0,0.0,0.00013869625520110957,6.864383017110533e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.005565802114776755,Higher Risk
OUTLOOK DRIVE,0.008822046518116175,0.01408450704225352,0.0234375,0.017708511416299293,0.008764332162255842,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.7106325267936897,Higher Risk
OUTSIDE BAGUIO,0.005076142131979695,0.0,0.0,0.0010152284263959391,0.0005024588990189538,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.04074054136806132,Higher Risk
PACDAL,0.02653261121259708,0.01563514900634392,0.039927621927546744,0.029960877908195963,0.014828298081482536,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.2023130500546577,Higher Risk
PADRE BURGOS,0.013396974482136328,0.018518518518518517,0.011627906976744186,0.014048903940354913,0.0069531118541993646,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.5637745528755799,Higher Risk
PADRE ZAMORA,0.009479748898209388,0.010752688172043012,0.011627906976744186,0.010935709719626874,0.005412323495728871,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.4388438332082454,Higher Risk
PAG-ASA POB.,0.00847457627118644,0.0,0.0,0.0016949152542372883,0.0008388508737858805,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.06801598855515323,Higher Risk
PALMA-URBANO,0.0074128478282451575,0.010752688172043012,0.015625,0.012520876017261935,0.0061968571947104605,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.5024556583354424,Higher Risk
PALMA-URBANO (CARIÑO-PALMA),0.00659604693468587,0.0,0.0,0.0013192093869371741,0.0006529057686938826,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.05293912503262402,Higher Risk
PHIL-AM,0.008729968997454637,0.01408450704225352,0.0,0.005971345912166984,0.002955350554298421,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.2396267271802782,Higher Risk
PINGET,0.02733545989821189,0.028429838288993217,0.03024565504830641,0.02911887099049355,0.014411570320679966,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.1685237896567515,Higher Risk
PINGIT,0.009259259259259259,0.0,0.0,0.001851851851851852,0.0009165222509882767,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.07431376527322296,Higher Risk
PINSAO PILOT PROJECT,0.02054996271933708,0.018518518518518517,0.021438953488372093,0.020385024843609018,0.0100889975823029,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.8180394937110608,Higher Risk
PINSAO PROPER,0.023791594339510405,0.025655005300620932,0.04308972983573274,0.03399968537595473,0.01682719281377814,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.3643881047317508,Higher Risk
POLIWES,0.020987859860269818,0.010752688172043012,0.0078125,0.011329628423666867,0.005607282534688756,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.4546515675469759,Higher Risk
PUCSUSAN,0.008578282483622038,0.0,0.0,0.0017156564967244076,0.0008491161713222781,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.06884832286101113,Higher Risk
QUEZON HILL PROPER,0.016023916092710016,0.010752688172043012,0.021147629310344827,0.01700440432532732,0.008415854061640445,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.68237710828741,Higher Risk
"QUEZON HILL, UPPER",0.011735370125343241,0.02120248371952143,0.0,0.008707819140925077,0.004309691400129306,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.34943984694740754,Higher Risk
QUIRINO HILL EAST,0.00034674063800277393,0.0,0.0,6.934812760055478e-05,3.432191508555267e-05,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.0027829010573883774,Higher Risk
"QUIRINO HILL, EAST",0.01786910411246421,0.01408450704225352,0.024262272111798475,0.019930308991068138,0.009863948696068256,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.799792004259923,Higher Risk
"QUIRINO HILL, LOWER",0.010558985770057558,0.0,0.015749007936507936,0.00998630112226548,0.004942440279157776,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.40074460427579034,Higher Risk
"QUIRINO HILL, MIDDLE",0.015778221252777672,0.0,0.0,0.0031556442505555346,0.001561797812792181,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.12663421530565297,Higher Risk
"QUIRINO HILL, WEST",0.009790653463739002,0.010752688172043012,0.0,0.0051839371443607035,0.0025656446198868543,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.20802845959406807,Higher Risk
"QUIRINO-MAGSAYSAY, UPPER",0.007272411862977765,0.010752688172043012,0.0078125,0.008586538824208456,0.004249667101335353,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.34457293657348725,Higher Risk
"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",0.013363076673440883,0.01408450704225352,0.06666666666666667,0.04023130078069757,0.01991135646992413,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,1.614459299140723,Higher Risk
RIZAL MONUMENT AREA,0.005375387644831194,0.0,0.0,0.0010750775289662389,0.0005320795374909278,2027-01-01,2027,1,0.11581196581196582,81.08233618233619,0.04314225193458136,Higher Risk
