Month,Barangay,seasonal_share,overall_share,recent_share
1,SAN ANTONIO VILLAGE,0.0078125,0.01037915043592873,0.021505376344086023
1,SAN LUIS VILLAGE,0.027591765873015872,0.03344280323277152,0.01408450704225352
1,SAN VICENTE,0.03616703401656038,0.02513116566646087,0.04556346441853029
1,"SANITARY CAMP, NORTH",0.019389424831235177,0.012820823762075342,0.010752688172043012
1,"SANITARY CAMP, SOUTH",0.013626453488372093,0.008680343454863805,0.01408450704225352
1,SANTA ESCOLASTICA,0.021147629310344827,0.010866754308852098,0.0
1,SANTO ROSARIO,0.0078125,0.01099202252269211,0.018518518518518517
1,SANTO TOMAS PROPER,0.038157395208818626,0.027053400941966448,0.029527223075610173
1,SCOUT BARRIO,0.011627906976744186,0.007812303310760456,0.0
1,SESSION ROAD AREA,0.0078125,0.006205739131548678,0.0
1,SLAUGHTER HOUSE AREA (SANTO NIÑO SLAUGHTER),0.031746031746031744,0.010706438184491117,0.0
1,TEODORA ALONZO,0.024537196149064633,0.011193978931398485,0.010752688172043012
1,TRANCOVILLE,0.015534156976744186,0.014994565099996733,0.02816901408450704
1,VICTORIA VILLAGE,0.015625,0.011696588703199461,0.010752688172043012
2,A. BONIFACIO-CAGUIOA-RIMANDO,0.0196078431372549,0.015224856367173814,0.0
2,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),0.037037037037037035,0.0111141747055262,0.0
2,AMBIONG,0.00980392156862745,0.013373799536951175,0.03810389217022565
2,ANDRES BONIFACIO,0.00980392156862745,0.00964281864485028,0.0
2,ANDRES BONIFACIO (LOWER BOKAWKAN),0.03117283950617284,0.011568883890780302,0.0
2,APUGAN-LOAKAN,0.036111111111111115,0.013925302344019978,0.016299709848096946
2,ASIN ROAD,0.036964415395787945,0.040495139629523946,0.04824742961953321
2,AURORA HILL PROPER,0.00980392156862745,0.011880397445946352,0.021505376344086023
2,"AURORA HILL, NORTH CENTRAL",0.024691358024691357,0.0070440500353404975,0.0
2,"AURORA HILL, SOUTH CENTRAL",0.012345679012345678,0.009066887485257386,0.018518518518518517
2,BAKAKENG CENTRAL,0.0462236746550472,0.05252287905817909,0.07683376243121813
2,BAKAKENG NORTH,0.03468591140159768,0.031713512950439615,0.04225352112676056
2,BAL-MARCOVILLE,0.00980392156862745,0.004900068836108636,0.0
2,BALSIGAN,0.03146332607116921,0.018198826328624757,0.03046174297878069
2,BGH COMPOUND,0.011074800290486565,0.014700542507853678,0.019371906468680665
2,BROOKSPOINT,0.029901960784313727,0.013107881526982536,0.0
2,CABINET HILL-TEACHER'S CAMP,0.023868312757201648,0.013405186762074112,0.018518518518518517
2,CAMDAS SUBDIVISION,0.044444444444444446,0.010891636723397727,0.018518518518518517
2,CAMP 7,0.03879811183732752,0.05260247531961397,0.07195130159691723
2,CAMP 8,0.2,0.027513281058517875,0.010752688172043012
2,CAMP ALLEN,0.01972887920600339,0.015977416085353455,0.016855764214919144
2,CAMPO FILIPINO,0.00980392156862745,0.012225925774298428,0.018518518518518517
2,CITY CAMP CENTRAL,0.029901960784313727,0.01160167449829462,0.018518518518518517
2,CITY CAMP PROPER,0.012345679012345678,0.014197824667003879,0.010752688172043012
2,DIZON SUBDIVISION,0.0196078431372549,0.0076907271097594165,0.0
2,DOMINICAN HILL-MIRADOR,0.01597676107480029,0.015020287210642485,0.01705285476298652
2,DONTOGAN,0.02832244008714597,0.014648554964830397,0.01408450704225352
2,DPS AREA,0.016013071895424835,0.009108315198818107,0.0
2,FAIRVIEW VILLAGE,0.023021060275962235,0.022199649377479237,0.029804634257155835
2,FERDINAND,0.0196078431372549,0.0108702922963161,0.016299709848096946
2,FERDINAND (HAPPY HOMES-CAMPO SIOCO),0.022222222222222223,0.010982570777634908,0.0
2,FORT DEL PILAR,0.0196078431372549,0.012595409442947061,0.0
2,GABRIELA SILANG,0.024691358024691357,0.01842431555907383,0.018518518518518517
2,"GENERAL LUNA, LOWER",0.012345679012345678,0.0038054685982949706,0.0
2,"GENERAL LUNA, UPPER",0.0196078431372549,0.007661001292752662,0.012751779494169318
2,GIBRALTAR,0.03734567901234568,0.0256567382028497,0.010752688172043012
2,GUISAD CENTRAL,0.023021060275962235,0.015045579087301749,0.01408450704225352
2,GUISAD SORONG,0.00980392156862745,0.012834062514595018,0.07042253521126761
2,HAPPY HOMES,0.00980392156862745,0.010513918973961787,0.03225806451612903
2,HAPPY HOMES (HAPPY HOMES-LUCBAN),0.022222222222222223,0.014811403474952915,0.0
2,HOLY GHOST EXTENSION,0.025816993464052286,0.013546610934805506,0.012751779494169318
2,HOLY GHOST PROPER,0.017247639796659404,0.009430139713221332,0.010752688172043012
2,HONEYMOON,0.00980392156862745,0.011782810540811135,0.0
2,HONEYMOON (HONEYMOON-HOLY GHOST),0.012345679012345678,0.008947342390148848,0.0
2,IMELDA VILLAGE,0.016013071895424835,0.010702149333658014,0.018518518518518517
2,IRISAN,0.10049019607843138,0.08043941817927641,0.06322546990425228
2,KAYANG EXTENSION,0.02712418300653595,0.009188434562808151,0.0
2,KAYANG-HILLTOP,0.00980392156862745,0.02043479107724134,0.0
2,KIAS,0.05136770757685791,0.03100431958926556,0.024085853231696028
2,LEGARDA-BURNHAM-KISAD,0.036111111111111115,0.011080265765694961,0.0
2,LOAKAN PROPER,0.02786250302590172,0.03835140492788289,0.046248338297406905
2,LOPEZ JAENA,0.00980392156862745,0.010017775798486228,0.018518518518518517
2,LOURDES SUBDIVISION EXTENSION,0.00980392156862745,0.009976885449244199,0.02816901408450704
2,LUCNAB,0.044444444444444446,0.013416006879613617,0.010752688172043012
2,MAGSAYSAY PRIVATE ROAD,0.012345679012345678,0.008378518994245644,0.0
2,"MAGSAYSAY, LOWER",0.00980392156862745,0.007952753823419144,0.0
2,MANUEL A. ROXAS,0.00980392156862745,0.007952402629640629,0.01408450704225352
2,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),0.012345679012345678,0.009828869988552548,0.0
2,MILITARY CUT-OFF,0.02217380779472283,0.01377961119491897,0.0
2,MINES VIEW PARK,0.012345679012345678,0.008672791212112984,0.0
2,"MODERN SITE, EAST",0.00980392156862745,0.010574239438031615,0.0
2,NEW LUCBAN,0.07407407407407407,0.016799016334701867,0.0
2,OUTLOOK DRIVE,0.011074800290486565,0.008822046518116175,0.01408450704225352
2,PACDAL,0.027112079399661097,0.02653261121259708,0.01563514900634392
2,PADRE BURGOS,0.023021060275962235,0.013396974482136328,0.018518518518518517
2,PADRE ZAMORA,0.011074800290486565,0.009479748898209388,0.010752688172043012
2,PHIL-AM,0.022222222222222223,0.008729968997454637,0.01408450704225352
2,PINGET,0.04072258533042847,0.02733545989821189,0.028429838288993217
2,PINSAO PILOT PROJECT,0.07734204793028322,0.02054996271933708,0.018518518518518517
2,PINSAO PROPER,0.03197772936335028,0.023791594339510405,0.025655005300620932
2,POLIWES,0.08611111111111111,0.020987859860269818,0.010752688172043012
2,QUEZON HILL PROPER,0.035548293391430646,0.016023916092710016,0.010752688172043012
2,"QUIRINO HILL, EAST",0.04814814814814815,0.01786910411246421,0.01408450704225352
2,"QUIRINO HILL, MIDDLE",0.03734567901234568,0.015778221252777672,0.0
2,"QUIRINO HILL, WEST",0.011074800290486565,0.009790653463739002,0.010752688172043012
2,"QUIRINO-MAGSAYSAY, UPPER",0.00980392156862745,0.007272411862977765,0.010752688172043012
2,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",0.012345679012345678,0.013363076673440883,0.01408450704225352
2,"ROCK QUARRY, LOWER",0.022222222222222223,0.00928472653229539,0.01408450704225352
2,SALUD MITRA,0.05,0.011555745119006058,0.027044945900011778
2,SAN ANTONIO VILLAGE,0.00980392156862745,0.01037915043592873,0.021505376344086023
2,SAN LUIS VILLAGE,0.05676591624304042,0.03344280323277152,0.01408450704225352
2,SAN ROQUE VILLAGE,0.00980392156862745,0.008265504355880261,0.021505376344086023
2,SAN VICENTE,0.018058581457274268,0.02513116566646087,0.04556346441853029
2,"SANITARY CAMP, NORTH",0.03480392156862745,0.012820823762075342,0.010752688172043012
2,SANTO TOMAS PROPER,0.03284918905833938,0.027053400941966448,0.029527223075610173
2,SLAUGHTER HOUSE AREA,0.00980392156862745,0.011687469484825859,0.0
2,SLAUGHTER HOUSE AREA (SANTO NIÑO SLAUGHTER),0.024691358024691357,0.010706438184491117,0.0
2,TEODORA ALONZO,0.024691358024691357,0.011193978931398485,0.010752688172043012
2,TRANCOVILLE,0.0196078431372549,0.014994565099996733,0.02816901408450704
2,VICTORIA VILLAGE,0.012345679012345678,0.011696588703199461,0.010752688172043012
3,A. BONIFACIO-CAGUIOA-RIMANDO,0.014084507042253521,0.015224856367173814,0.0
3,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),0.01639344262295082,0.0111141747055262,0.0
3,ALFONSO TABORA,0.01639344262295082,0.008577975256185956,0.0
3,ASIN ROAD,0.038528110881309245,0.040495139629523946,0.04824742961953321
3,"AURORA HILL, SOUTH CENTRAL",0.02631578947368421,0.009066887485257386,0.018518518518518517
3,BAKAKENG CENTRAL,0.09518477043673013,0.05252287905817909,0.07683376243121813
3,BAKAKENG NORTH,0.017251515136628398,0.031713512950439615,0.04225352112676056
3,BALSIGAN,0.02055896408687286,0.018198826328624757,0.03046174297878069
3,BAYAN PARK WEST,0.014084507042253521,0.011555436430478272,0.010752688172043012
3,BAYAN PARK WEST (BAYAN PARK),0.02127659574468085,0.00993644901403988,0.0
3,BGH COMPOUND,0.01523897483260217,0.014700542507853678,0.019371906468680665
3,BROOKSPOINT,0.02379619260918253,0.013107881526982536,0.0
3,CABINET HILL-TEACHER'S CAMP,0.027242401779095628,0.013405186762074112,0.018518518518518517
3,CAMP 7,0.08489515609619755,0.05260247531961397,0.07195130159691723
3,CAMP 8,0.09589001278921055,0.027513281058517875,0.010752688172043012
3,CAMP ALLEN,0.03278688524590164,0.015977416085353455,0.016855764214919144
3,CITY CAMP CENTRAL,0.03278688524590164,0.01160167449829462,0.018518518518518517
3,CITY CAMP PROPER,0.021328609280438626,0.014197824667003879,0.010752688172043012
3,COUNTRY CLUB VILLAGE,0.014084507042253521,0.008297450569648713,0.0
3,"DAGSIAN, LOWER",0.014084507042253521,0.00881987436441062,0.016299709848096946
3,DIZON SUBDIVISION,0.02127659574468085,0.0076907271097594165,0.0
3,DOMINICAN HILL-MIRADOR,0.029323481874855693,0.015020287210642485,0.01705285476298652
3,DONTOGAN,0.01523897483260217,0.014648554964830397,0.01408450704225352
3,FAIRVIEW VILLAGE,0.04040029651593773,0.022199649377479237,0.029804634257155835
3,FORT DEL PILAR,0.02631578947368421,0.012595409442947061,0.0
3,GABRIELA SILANG,0.021354616048317517,0.01842431555907383,0.018518518518518517
3,"GENERAL EMILIO F. AGUINALDO (QUIRINO-MAGSAYSAY, LOWER)",0.25,0.02957987240482632,0.0
3,GIBRALTAR,0.027410831691696513,0.0256567382028497,0.010752688172043012
3,GUISAD CENTRAL,0.017251515136628398,0.015045579087301749,0.01408450704225352
3,HAPPY HOLLOW,0.017680551393467185,0.010499862392302568,0.018518518518518517
3,HAPPY HOMES (HAPPY HOMES-LUCBAN),0.03278688524590164,0.014811403474952915,0.0
3,HILLSIDE,0.03451251078515962,0.010484824861130263,0.0
3,HOLY GHOST EXTENSION,0.028169014084507043,0.013546610934805506,0.012751779494169318
3,HOLY GHOST PROPER,0.014084507042253521,0.009430139713221332,0.010752688172043012
3,HONEYMOON (HONEYMOON-HOLY GHOST),0.02127659574468085,0.008947342390148848,0.0
3,IMELDA VILLAGE,0.014084507042253521,0.010702149333658014,0.018518518518518517
3,IRISAN,0.07767082826664612,0.08043941817927641,0.06322546990425228
3,KABAYANIHAN,0.014084507042253521,0.0053185830734311206,0.0
3,KAYANG-HILLTOP,0.028169014084507043,0.02043479107724134,0.0
3,KIAS,0.021328609280438626,0.03100431958926556,0.024085853231696028
3,LEGARDA-BURNHAM-KISAD,0.02631578947368421,0.011080265765694961,0.0
3,LIWANAG-LOAKAN,0.028169014084507043,0.019213489096757252,0.03225806451612903
3,LOAKAN PROPER,0.029323481874855693,0.03835140492788289,0.046248338297406905
3,LOPEZ JAENA,0.020200148257968866,0.010017775798486228,0.018518518518518517
3,LUALHATI,0.028169014084507043,0.007125871831034546,0.010752688172043012
3,LUCNAB,0.03451251078515962,0.013416006879613617,0.010752688172043012
3,MAGSAYSAY PRIVATE ROAD,0.028169014084507043,0.008378518994245644,0.0
3,"MARKET SUBDIVISION, UPPER",0.02127659574468085,0.007239918360144109,0.0
3,MILITARY CUT-OFF,0.06382978723404255,0.01377961119491897,0.0
3,NEW LUCBAN,0.014084507042253521,0.016799016334701867,0.0
3,OUTLOOK DRIVE,0.014084507042253521,0.008822046518116175,0.01408450704225352
3,PACDAL,0.05993407252022775,0.02653261121259708,0.01563514900634392
3,PADRE BURGOS,0.028169014084507043,0.013396974482136328,0.018518518518518517
3,PADRE ZAMORA,0.017251515136628398,0.009479748898209388,0.010752688172043012
3,PALMA-URBANO (CARIÑO-PALMA),0.02631578947368421,0.00659604693468587,0.0
3,PHIL-AM,0.017251515136628398,0.008729968997454637,0.01408450704225352
3,PINGET,0.10365196644346956,0.02733545989821189,0.028429838288993217
3,PINSAO PILOT PROJECT,0.029860208128263396,0.02054996271933708,0.018518518518518517
3,PINSAO PROPER,0.04248997371226422,0.023791594339510405,0.025655005300620932
3,PUCSUSAN,0.02631578947368421,0.008578282483622038,0.0
3,"QUEZON HILL, UPPER",0.02127659574468085,0.011735370125343241,0.02120248371952143
3,"QUIRINO HILL, EAST",0.035513006443559196,0.01786910411246421,0.01408450704225352
3,"QUIRINO HILL, LOWER",0.02631578947368421,0.010558985770057558,0.0
3,"QUIRINO HILL, MIDDLE",0.017680551393467185,0.015778221252777672,0.0
3,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",0.01639344262295082,0.013363076673440883,0.01408450704225352
3,RIZAL MONUMENT AREA,0.014084507042253521,0.005375387644831194,0.0
3,"ROCK QUARRY, LOWER",0.01639344262295082,0.00928472653229539,0.01408450704225352
3,"ROCK QUARRY, MIDDLE",0.02379619260918253,0.01129511777559753,0.018518518518518517
3,SAINT JOSEPH VILLAGE,0.02055896408687286,0.015041961280941383,0.01778568664075252
3,SAN LUIS VILLAGE,0.05399108435423364,0.03344280323277152,0.01408450704225352
3,SAN VICENTE,0.03533379244866885,0.02513116566646087,0.04556346441853029
3,SANTA ESCOLASTICA,0.028169014084507043,0.010866754308852098,0.0
3,SANTO ROSARIO,0.027031740495291244,0.01099202252269211,0.018518518518518517
3,SANTO TOMAS PROPER,0.02842080786199891,0.027053400941966448,0.029527223075610173
3,SCOUT BARRIO,0.02631578947368421,0.007812303310760456,0.0
3,SLAUGHTER HOUSE AREA,0.014084507042253521,0.011687469484825859,0.0
3,TRANCOVILLE,0.04918032786885246,0.014994565099996733,0.02816901408450704
3,VICTORIA VILLAGE,0.017251515136628398,0.011696588703199461,0.010752688172043012
4,A. BONIFACIO-CAGUIOA-RIMANDO,0.01818181818181818,0.015224856367173814,0.0
4,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),0.021116138763197588,0.0111141747055262,0.0
4,AMBIONG,0.014705882352941176,0.013373799536951175,0.03810389217022565
4,ANDRES BONIFACIO,0.01818181818181818,0.00964281864485028,0.0
4,APUGAN-LOAKAN,0.030376940133037694,0.013925302344019978,0.016299709848096946
4,ASIN ROAD,0.041696916187590506,0.040495139629523946,0.04824742961953321
4,ATOK TRAIL,0.01282051282051282,0.009915076372016602,0.018518518518518517
4,"AURORA HILL, NORTH CENTRAL",0.01282051282051282,0.0070440500353404975,0.0
4,"AURORA HILL, SOUTH CENTRAL",0.01818181818181818,0.009066887485257386,0.018518518518518517
4,BAKAKENG CENTRAL,0.06975394882496748,0.05252287905817909,0.07683376243121813
4,BAKAKENG NORTH,0.030503774083401054,0.031713512950439615,0.04225352112676056
4,BALSIGAN,0.0975609756097561,0.018198826328624757,0.03046174297878069
4,BAYAN PARK EAST,0.05128205128205128,0.008733808240538508,0.016855764214919144
4,BAYAN PARK WEST,0.01818181818181818,0.011555436430478272,0.010752688172043012
4,BGH COMPOUND,0.029411764705882353,0.014700542507853678,0.019371906468680665
4,BROOKSIDE,0.014705882352941176,0.010710221091892265,0.010752688172043012
4,BROOKSPOINT,0.02564102564102564,0.013107881526982536,0.0
4,CABINET HILL-TEACHER'S CAMP,0.0155011655011655,0.013405186762074112,0.018518518518518517
4,CAMDAS SUBDIVISION,0.016443850267379677,0.010891636723397727,0.018518518518518517
4,CAMP 7,0.03309948062458823,0.05260247531961397,0.07195130159691723
4,CAMP 8,0.036805841217605925,0.027513281058517875,0.010752688172043012
4,CAMP ALLEN,0.16666666666666666,0.015977416085353455,0.016855764214919144
4,CAMPO FILIPINO,0.01818181818181818,0.012225925774298428,0.018518518518518517
4,CITY CAMP PROPER,0.05075757575757575,0.014197824667003879,0.010752688172043012
4,COUNTRY CLUB VILLAGE,0.014705882352941176,0.008297450569648713,0.0
4,CRESENCIA VILLAGE,0.01282051282051282,0.01393283911563931,0.0
4,DOMINICAN HILL-MIRADOR,0.014705882352941176,0.015020287210642485,0.01705285476298652
4,DONTOGAN,0.01282051282051282,0.014648554964830397,0.01408450704225352
4,DPS AREA,0.02690100430416069,0.009108315198818107,0.0
4,ENGINEERS' HILL,0.01818181818181818,0.01331129875644272,0.037037037037037035
4,FAIRVIEW VILLAGE,0.039467849223946784,0.022199649377479237,0.029804634257155835
4,FERDINAND,0.01818181818181818,0.0108702922963161,0.016299709848096946
4,FERDINAND (HAPPY HOMES-CAMPO SIOCO),0.030800500312695434,0.010982570777634908,0.0
4,FORT DEL PILAR,0.013763197586726998,0.012595409442947061,0.0
4,GABRIELA SILANG,0.04807692307692307,0.01842431555907383,0.018518518518518517
4,GIBRALTAR,0.023934870724684212,0.0256567382028497,0.010752688172043012
4,GREENWATER VILLAGE,0.021286031042128603,0.009009889610666877,0.0
4,GUISAD CENTRAL,0.020138031902737785,0.015045579087301749,0.01408450704225352
4,HAPPY HOLLOW,0.01818181818181818,0.010499862392302568,0.018518518518518517
4,HAPPY HOMES,0.01818181818181818,0.010513918973961787,0.03225806451612903
4,HILLSIDE,0.014705882352941176,0.010484824861130263,0.0
4,HOLY GHOST EXTENSION,0.01818181818181818,0.013546610934805506,0.012751779494169318
4,HOLY GHOST PROPER,0.01846419163492334,0.009430139713221332,0.010752688172043012
4,IRISAN,0.08908563340055449,0.08043941817927641,0.06322546990425228
4,KAYANG EXTENSION,0.0195480631276901,0.009188434562808151,0.0
4,KAYANG-HILLTOP,0.05075757575757575,0.02043479107724134,0.0
4,KIAS,0.05773635260005418,0.03100431958926556,0.024085853231696028
4,LEGARDA-BURNHAM-KISAD,0.014705882352941176,0.011080265765694961,0.0
4,LIWANAG-LOAKAN,0.08333333333333333,0.019213489096757252,0.03225806451612903
4,LOAKAN PROPER,0.0318441004237274,0.03835140492788289,0.046248338297406905
4,LUCNAB,0.020173453996983406,0.013416006879613617,0.010752688172043012
4,"MAGSAYSAY, UPPER",0.0155011655011655,0.0072956471877073355,0.0
4,"MARKET SUBDIVISION, UPPER",0.014705882352941176,0.007239918360144109,0.0
4,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),0.02564102564102564,0.009828869988552548,0.0
4,MILITARY CUT-OFF,0.01818181818181818,0.01377961119491897,0.0
4,MINES VIEW PARK,0.01282051282051282,0.008672791212112984,0.0
4,"MODERN SITE, EAST",0.01818181818181818,0.010574239438031615,0.0
4,MRR-QUEEN OF PEACE,0.024390243902439025,0.00957218819327287,0.018518518518518517
4,NEW LUCBAN,0.023994608930046523,0.016799016334701867,0.0
4,OUTLOOK DRIVE,0.024390243902439025,0.008822046518116175,0.01408450704225352
4,PADRE BURGOS,0.02564102564102564,0.013396974482136328,0.018518518518518517
4,PHIL-AM,0.01282051282051282,0.008729968997454637,0.01408450704225352
4,PINGET,0.03462566844919786,0.02733545989821189,0.028429838288993217
4,PINSAO PILOT PROJECT,0.014705882352941176,0.02054996271933708,0.018518518518518517
4,PINSAO PROPER,0.02729864587827285,0.023791594339510405,0.025655005300620932
4,PUCSUSAN,0.01818181818181818,0.008578282483622038,0.0
4,QUEZON HILL PROPER,0.06372549019607843,0.016023916092710016,0.010752688172043012
4,"QUEZON HILL, UPPER",0.05454545454545454,0.011735370125343241,0.02120248371952143
4,"QUIRINO HILL, EAST",0.038461538461538464,0.01786910411246421,0.01408450704225352
4,"QUIRINO HILL, LOWER",0.029411764705882353,0.010558985770057558,0.0
4,"QUIRINO HILL, MIDDLE",0.04114219114219114,0.015778221252777672,0.0
4,"QUIRINO HILL, WEST",0.016443850267379677,0.009790653463739002,0.010752688172043012
4,"ROCK QUARRY, LOWER",0.024390243902439025,0.00928472653229539,0.01408450704225352
4,"ROCK QUARRY, MIDDLE",0.01282051282051282,0.01129511777559753,0.018518518518518517
4,SAINT JOSEPH VILLAGE,0.014705882352941176,0.015041961280941383,0.01778568664075252
4,SALUD MITRA,0.01818181818181818,0.011555745119006058,0.027044945900011778
4,SAMOKI,0.01818181818181818,0.01818181818181818,0.0
4,SAN LUIS VILLAGE,0.056441525953721074,0.03344280323277152,0.01408450704225352
4,SAN ROQUE VILLAGE,0.029411764705882353,0.008265504355880261,0.021505376344086023
4,SAN VICENTE,0.04759358288770053,0.02513116566646087,0.04556346441853029
