Date,Year,Month,Barangay,Barangay_cases
2024-04-01,2024,4,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),1
2024-04-01,2024,4,ATOK TRAIL,1
2024-04-01,2024,4,"AURORA HILL, NORTH CENTRAL",1
2024-04-01,2024,4,CABINET HILL-TEACHER'S CAMP,1
2024-04-01,2024,4,CAMP 7,1
2024-04-01,2024,4,CAMP 8,1
2024-04-01,2024,4,CRESENCIA VILLAGE,1
2024-04-01,2024,4,DONTOGAN,1
2024-04-01,2024,4,FERDINAND (HAPPY HOMES-CAMPO SIOCO),1
2024-04-01,2024,4,FORT DEL PILAR,1
2024-04-01,2024,4,GABRIELA SILANG,1
2024-04-01,2024,4,GUISAD CENTRAL,1
2024-04-01,2024,4,HOLY GHOST PROPER,1
2024-04-01,2024,4,LOAKAN PROPER,1
2024-04-01,2024,4,"MAGSAYSAY, UPPER",1
2024-04-01,2024,4,MINES VIEW PARK,1
2024-04-01,2024,4,PHIL-AM,1
2024-04-01,2024,4,PINSAO PROPER,1
2024-04-01,2024,4,"ROCK QUARRY, MIDDLE",1
2024-04-01,2024,4,SAN LUIS VILLAGE,1
2024-04-01,2024,4,SCOUT BARRIO,1
2024-04-01,2024,4,TEODORA ALONZO,1
2024-04-01,2024,4,TRANCOVILLE,1
2024-05-01,2024,5,BAKAKENG CENTRAL,28
2024-05-01,2024,5,IRISAN,26
2024-05-01,2024,5,ASIN ROAD,16
2024-05-01,2024,5,PACDAL,14
2024-05-01,2024,5,SANTO TOMAS PROPER,14
2024-05-01,2024,5,GIBRALTAR,12
2024-05-01,2024,5,"QUIRINO HILL, MIDDLE",9
2024-05-01,2024,5,VICTORIA VILLAGE,8
2024-05-01,2024,5,BROOKSPOINT,7
2024-05-01,2024,5,"QUIRINO HILL, EAST",6
2024-05-01,2024,5,CAMP 7,5
2024-05-01,2024,5,LOURDES SUBDIVISION EXTENSION,5
2024-05-01,2024,5,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),4
2024-05-01,2024,5,PADRE BURGOS,4
2024-05-01,2024,5,QUEZON HILL PROPER,4
2024-05-01,2024,5,BAKAKENG NORTH,3
2024-05-01,2024,5,BROOKSIDE,3
2024-05-01,2024,5,CABINET HILL-TEACHER'S CAMP,3
2024-05-01,2024,5,KIAS,3
2024-05-01,2024,5,LOAKAN PROPER,3
2024-05-01,2024,5,PINSAO PILOT PROJECT,3
2024-05-01,2024,5,"QUIRINO HILL, WEST",3
2024-05-01,2024,5,FAIRVIEW VILLAGE,2
2024-05-01,2024,5,HAPPY HOMES (HAPPY HOMES-LUCBAN),2
2024-05-01,2024,5,IMELDA VILLAGE,2
2024-05-01,2024,5,LOPEZ JAENA,2
2024-05-01,2024,5,MINES VIEW PARK,2
2024-05-01,2024,5,PINGET,2
2024-05-01,2024,5,"QUIRINO HILL, LOWER",2
2024-05-01,2024,5,SAN LUIS VILLAGE,2
2024-05-01,2024,5,AMBIONG,1
2024-05-01,2024,5,ANDRES BONIFACIO (LOWER BOKAWKAN),1
2024-05-01,2024,5,ATOK TRAIL,1
2024-05-01,2024,5,BAL-MARCOVILLE,1
2024-05-01,2024,5,BGH COMPOUND,1
2024-05-01,2024,5,CAMP 8,1
2024-05-01,2024,5,CITY CAMP PROPER,1
2024-05-01,2024,5,COUNTRY CLUB VILLAGE,1
2024-05-01,2024,5,"DAGSIAN, LOWER",1
2024-05-01,2024,5,DIZON SUBDIVISION,1
2024-05-01,2024,5,DOMINICAN HILL-MIRADOR,1
2024-05-01,2024,5,GUISAD CENTRAL,1
2024-05-01,2024,5,HAPPY HOLLOW,1
2024-05-01,2024,5,HONEYMOON (HONEYMOON-HOLY GHOST),1
2024-05-01,2024,5,MAGSAYSAY PRIVATE ROAD,1
2024-05-01,2024,5,"MAGSAYSAY, LOWER",1
2024-05-01,2024,5,MILITARY CUT-OFF,1
2024-05-01,2024,5,NEW LUCBAN,1
2024-05-01,2024,5,OUTLOOK DRIVE,1
2024-05-01,2024,5,PADRE ZAMORA,1
2024-05-01,2024,5,PUCSUSAN,1
2024-05-01,2024,5,"QUEZON HILL, UPPER",1
2024-05-01,2024,5,SALUD MITRA,1
2024-05-01,2024,5,SANTO ROSARIO,1
2024-05-01,2024,5,SCOUT BARRIO,1
2024-05-01,2024,5,SLAUGHTER HOUSE AREA (SANTO NIÑO SLAUGHTER),1
2024-05-01,2024,5,SLU-SVP HOUSING VILLAGE,1
2024-06-01,2024,6,IRISAN,142
2024-06-01,2024,6,BAKAKENG CENTRAL,136
2024-06-01,2024,6,ASIN ROAD,97
2024-06-01,2024,6,PACDAL,45
2024-06-01,2024,6,GIBRALTAR,44
2024-06-01,2024,6,SANTO TOMAS PROPER,38
2024-06-01,2024,6,KIAS,25
2024-06-01,2024,6,LOAKAN PROPER,24
2024-06-01,2024,6,BROOKSPOINT,22
2024-06-01,2024,6,PINGET,21
2024-06-01,2024,6,"QUIRINO HILL, WEST",21
2024-06-01,2024,6,VICTORIA VILLAGE,20
2024-06-01,2024,6,BAKAKENG NORTH,19
2024-06-01,2024,6,SAN LUIS VILLAGE,19
2024-06-01,2024,6,CAMP 7,18
2024-06-01,2024,6,PINSAO PROPER,18
2024-06-01,2024,6,"QUIRINO HILL, MIDDLE",16
2024-06-01,2024,6,DONTOGAN,13
2024-06-01,2024,6,IMELDA VILLAGE,13
2024-06-01,2024,6,MINES VIEW PARK,13
2024-06-01,2024,6,PADRE BURGOS,12
2024-06-01,2024,6,"QUIRINO HILL, EAST",12
2024-06-01,2024,6,PADRE ZAMORA,10
2024-06-01,2024,6,ENGINEERS' HILL,9
2024-06-01,2024,6,HAPPY HOLLOW,9
2024-06-01,2024,6,NEW LUCBAN,9
2024-06-01,2024,6,"QUIRINO HILL, LOWER",9
2024-06-01,2024,6,CABINET HILL-TEACHER'S CAMP,8
2024-06-01,2024,6,CAMP 8,8
2024-06-01,2024,6,CAMP ALLEN,8
2024-06-01,2024,6,DOMINICAN HILL-MIRADOR,8
2024-06-01,2024,6,HOLY GHOST EXTENSION,8
2024-06-01,2024,6,LOURDES SUBDIVISION EXTENSION,8
2024-06-01,2024,6,SAN VICENTE,8
2024-06-01,2024,6,SANTO ROSARIO,8
2024-06-01,2024,6,CAMDAS SUBDIVISION,7
2024-06-01,2024,6,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),7
2024-06-01,2024,6,OUTLOOK DRIVE,7
2024-06-01,2024,6,TEODORA ALONZO,7
2024-06-01,2024,6,CITY CAMP CENTRAL,6
2024-06-01,2024,6,FAIRVIEW VILLAGE,6
2024-06-01,2024,6,SAINT JOSEPH VILLAGE,6
2024-06-01,2024,6,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),5
2024-06-01,2024,6,APUGAN-LOAKAN,5
2024-06-01,2024,6,BAYAN PARK EAST,5
2024-06-01,2024,6,LIWANAG-LOAKAN,5
2024-06-01,2024,6,"MARKET SUBDIVISION, UPPER",5
2024-06-01,2024,6,POLIWES,5
2024-06-01,2024,6,"QUEZON HILL, UPPER",5
2024-06-01,2024,6,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",5
2024-06-01,2024,6,AMBIONG,4
2024-06-01,2024,6,BAL-MARCOVILLE (MARCOVILLE),4
2024-06-01,2024,6,CITY CAMP PROPER,4
2024-06-01,2024,6,HILLSIDE,4
2024-06-01,2024,6,"MAGSAYSAY, LOWER",4
2024-06-01,2024,6,"MODERN SITE, WEST",4
2024-06-01,2024,6,PINSAO PILOT PROJECT,4
2024-06-01,2024,6,AURORA HILL PROPER (MALVAR-SGT. FLORESCA),3
2024-06-01,2024,6,CAMPO FILIPINO,3
2024-06-01,2024,6,GUISAD CENTRAL,3
2024-06-01,2024,6,IMELDA R. MARCOS (LA SALLE),3
2024-06-01,2024,6,KAYANG-HILLTOP,3
2024-06-01,2024,6,"MODERN SITE, EAST",3
2024-06-01,2024,6,QUEZON HILL PROPER,3
2024-06-01,2024,6,"ROCK QUARRY, MIDDLE",3
2024-06-01,2024,6,"ROCK QUARRY, UPPER",3
2024-06-01,2024,6,"SANITARY CAMP, NORTH",3
2024-06-01,2024,6,SLU-SVP HOUSING VILLAGE,3
2024-06-01,2024,6,ALFONSO TABORA,2
2024-06-01,2024,6,BAYAN PARK WEST (BAYAN PARK),2
2024-06-01,2024,6,BROOKSIDE,2
2024-06-01,2024,6,DIZON SUBDIVISION,2
2024-06-01,2024,6,DPS AREA,2
2024-06-01,2024,6,GUISAD SORONG,2
2024-06-01,2024,6,HOLY GHOST PROPER,2
2024-06-01,2024,6,HONEYMOON (HONEYMOON-HOLY GHOST),2
2024-06-01,2024,6,KAYANG EXTENSION,2
2024-06-01,2024,6,LEGARDA-BURNHAM-KISAD,2
2024-06-01,2024,6,"LOURDES SUBDIVISION, LOWER",2
2024-06-01,2024,6,"ROCK QUARRY, LOWER",2
2024-06-01,2024,6,"SANITARY CAMP, SOUTH",2
2024-06-01,2024,6,SLAUGHTER HOUSE AREA (SANTO NIÑO SLAUGHTER),2
2024-06-01,2024,6,TRANCOVILLE,2
2024-06-01,2024,6,ABANAO-ZANDUETA-KAYONG-CHUGUM-OTEK,1
2024-06-01,2024,6,ANDRES BONIFACIO (LOWER BOKAWKAN),1
2024-06-01,2024,6,ATOK TRAIL,1
2024-06-01,2024,6,"AURORA HILL, NORTH CENTRAL",1
2024-06-01,2024,6,"AURORA HILL, SOUTH CENTRAL",1
2024-06-01,2024,6,BAYAN PARK VILLAGE,1
2024-06-01,2024,6,COUNTRY CLUB VILLAGE,1
2024-06-01,2024,6,"DAGSIAN, LOWER",1
2024-06-01,2024,6,FERDINAND (HAPPY HOMES-CAMPO SIOCO),1
2024-06-01,2024,6,FORT DEL PILAR,1
2024-06-01,2024,6,"GENERAL LUNA, LOWER",1
2024-06-01,2024,6,"GENERAL LUNA, UPPER",1
2024-06-01,2024,6,GREENWATER VILLAGE,1
2024-06-01,2024,6,HAPPY HOMES (HAPPY HOMES-LUCBAN),1
2024-06-01,2024,6,HONEYMOON,1
2024-06-01,2024,6,"LOURDES SUBDIVISION, PROPER",1
2024-06-01,2024,6,MAGSAYSAY PRIVATE ROAD,1
2024-06-01,2024,6,MANUEL ROXAS,1
2024-06-01,2024,6,MARCOS HIGHWAY,1
2024-06-01,2024,6,PALMA-URBANO (CARIÑO-PALMA),1
2024-06-01,2024,6,PHIL-AM,1
2024-06-01,2024,6,SALUD MITRA,1
2024-06-01,2024,6,SAN LUIS EXTENSION,1
2024-06-01,2024,6,SAN ROQUE VILLAGE,1
2024-06-01,2024,6,SANTA ESCOLASTICA,1
2024-06-01,2024,6,SCOUT BARRIO,1
2024-07-01,2024,7,IRISAN,406
2024-07-01,2024,7,ASIN ROAD,180
2024-07-01,2024,7,BAKAKENG CENTRAL,171
2024-07-01,2024,7,SANTO TOMAS PROPER,96
2024-07-01,2024,7,CAMP 7,93
2024-07-01,2024,7,PACDAL,79
2024-07-01,2024,7,PINGET,74
2024-07-01,2024,7,LOAKAN PROPER,73
2024-07-01,2024,7,BAKAKENG NORTH,71
2024-07-01,2024,7,GIBRALTAR,61
2024-07-01,2024,7,PINSAO PROPER,53
2024-07-01,2024,7,KIAS,49
2024-07-01,2024,7,SAN LUIS VILLAGE,46
2024-07-01,2024,7,SAN VICENTE,44
2024-07-01,2024,7,FAIRVIEW VILLAGE,42
2024-07-01,2024,7,DONTOGAN,41
2024-07-01,2024,7,PADRE BURGOS,35
2024-07-01,2024,7,IMELDA VILLAGE,33
2024-07-01,2024,7,HOLY GHOST EXTENSION,32
2024-07-01,2024,7,"QUIRINO HILL, EAST",32
2024-07-01,2024,7,SAINT JOSEPH VILLAGE,32
2024-07-01,2024,7,NEW LUCBAN,27
2024-07-01,2024,7,"QUIRINO HILL, WEST",27
2024-07-01,2024,7,BROOKSPOINT,26
2024-07-01,2024,7,CABINET HILL-TEACHER'S CAMP,25
2024-07-01,2024,7,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),25
2024-07-01,2024,7,APUGAN-LOAKAN,24
2024-07-01,2024,7,ENGINEERS' HILL,22
2024-07-01,2024,7,OUTLOOK DRIVE,22
2024-07-01,2024,7,PADRE ZAMORA,22
2024-07-01,2024,7,"QUEZON HILL, UPPER",22
2024-07-01,2024,7,"QUIRINO HILL, MIDDLE",22
2024-07-01,2024,7,"SANITARY CAMP, NORTH",22
2024-07-01,2024,7,TRANCOVILLE,22
2024-07-01,2024,7,VICTORIA VILLAGE,21
2024-07-01,2024,7,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),20
2024-07-01,2024,7,GABRIELA SILANG,20
2024-07-01,2024,7,MINES VIEW PARK,19
2024-07-01,2024,7,ATOK TRAIL,18
2024-07-01,2024,7,PINSAO PILOT PROJECT,18
2024-07-01,2024,7,DOMINICAN HILL-MIRADOR,17
2024-07-01,2024,7,FORT DEL PILAR,17
2024-07-01,2024,7,LIWANAG-LOAKAN,17
2024-07-01,2024,7,BAYAN PARK EAST,16
2024-07-01,2024,7,"QUIRINO HILL, LOWER",16
2024-07-01,2024,7,TEODORA ALONZO,16
2024-07-01,2024,7,BROOKSIDE,15
2024-07-01,2024,7,GUISAD CENTRAL,15
2024-07-01,2024,7,HAPPY HOLLOW,15
2024-07-01,2024,7,HAPPY HOMES (HAPPY HOMES-LUCBAN),15
2024-07-01,2024,7,AMBIONG,14
2024-07-01,2024,7,"AURORA HILL, SOUTH CENTRAL",14
2024-07-01,2024,7,"DAGSIAN, LOWER",14
2024-07-01,2024,7,"MODERN SITE, EAST",14
2024-07-01,2024,7,SLAUGHTER HOUSE AREA (SANTO NIÑO SLAUGHTER),14
2024-07-01,2024,7,ALFONSO TABORA,13
2024-07-01,2024,7,CAMP ALLEN,13
2024-07-01,2024,7,"MAGSAYSAY, LOWER",12
2024-07-01,2024,7,SANTO ROSARIO,12
2024-07-01,2024,7,HOLY GHOST PROPER,11
2024-07-01,2024,7,LUCNAB,11
2024-07-01,2024,7,POLIWES,11
2024-07-01,2024,7,SLU-SVP HOUSING VILLAGE,11
2024-07-01,2024,7,QUEZON HILL PROPER,10
2024-07-01,2024,7,"SANITARY CAMP, SOUTH",10
2024-07-01,2024,7,CITY CAMP PROPER,9
2024-07-01,2024,7,FERDINAND (HAPPY HOMES-CAMPO SIOCO),9
2024-07-01,2024,7,LOURDES SUBDIVISION EXTENSION,9
2024-07-01,2024,7,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",9
2024-07-01,2024,7,SALUD MITRA,9
2024-07-01,2024,7,BAL-MARCOVILLE (MARCOVILLE),8
2024-07-01,2024,7,CAMDAS SUBDIVISION,8
2024-07-01,2024,7,CAMP 8,8
2024-07-01,2024,7,CITY CAMP CENTRAL,8
2024-07-01,2024,7,DIZON SUBDIVISION,8
2024-07-01,2024,7,DPS AREA,8
2024-07-01,2024,7,LUALHATI,8
2024-07-01,2024,7,"ROCK QUARRY, LOWER",8
2024-07-01,2024,7,ANDRES BONIFACIO (LOWER BOKAWKAN),7
2024-07-01,2024,7,BALSIGAN,7
2024-07-01,2024,7,BAYAN PARK VILLAGE,7
2024-07-01,2024,7,MIDDLE QUEZON HILL,7
2024-07-01,2024,7,"MODERN SITE, WEST",7
2024-07-01,2024,7,SANTA ESCOLASTICA,7
2024-07-01,2024,7,SLAUGHTER HOUSE AREA,7
2024-07-01,2024,7,COUNTRY CLUB VILLAGE,6
2024-07-01,2024,7,HONEYMOON (HONEYMOON-HOLY GHOST),6
2024-07-01,2024,7,LEGARDA-BURNHAM-KISAD,6
2024-07-01,2024,7,"LOURDES SUBDIVISION, PROPER",6
2024-07-01,2024,7,"ROCK QUARRY, MIDDLE",6
2024-07-01,2024,7,"ROCK QUARRY, UPPER",6
2024-07-01,2024,7,AURORA HILL PROPER (MALVAR-SGT. FLORESCA),5
2024-07-01,2024,7,BGH COMPOUND,5
2024-07-01,2024,7,HONEYMOON,5
2024-07-01,2024,7,KAYANG EXTENSION,5
2024-07-01,2024,7,BAYAN PARK WEST (BAYAN PARK),4
2024-07-01,2024,7,CAMPO FILIPINO,4
2024-07-01,2024,7,CRESENCIA VILLAGE,4
2024-07-01,2024,7,"DAGSIAN, UPPER",4
2024-07-01,2024,7,IMELDA R. MARCOS (LA SALLE),4
2024-07-01,2024,7,MAGSAYSAY PRIVATE ROAD,4
2024-07-01,2024,7,MIDDLE QUEZON HILL SUBDIVISION,4
2024-07-01,2024,7,PALMA-URBANO (CARIÑO-PALMA),4
2024-07-01,2024,7,SAN ROQUE VILLAGE,4
2024-07-01,2024,7,SCOUT BARRIO,4
2024-07-01,2024,7,BURNHAM-LEGARDA-KISAD,3
2024-07-01,2024,7,"GENERAL EMILIO F. AGUINALDO (QUIRINO-MAGSAYSAY, LOWER)",3
2024-07-01,2024,7,GREENWATER VILLAGE,3
2024-07-01,2024,7,MANUEL A. ROXAS,3
2024-07-01,2024,7,MRR-QUEEN OF PEACE,3
2024-07-01,2024,7,SAN LUIS EXTENSION,3
2024-07-01,2024,7,SANTO TOMAS SCHOOL AREA,3
2024-07-01,2024,7,"AURORA HILL, NORTH CENTRAL",2
2024-07-01,2024,7,GUISAD SORONG,2
2024-07-01,2024,7,IMELDA R. MARCOS,2
2024-07-01,2024,7,LOPEZ JAENA,2
2024-07-01,2024,7,MILITARY CUT-OFF,2
2024-07-01,2024,7,PHIL-AM,2
2024-07-01,2024,7,"QUIRINO-MAGSAYSAY, UPPER",2
2024-07-01,2024,7,SESSION ROAD AREA,2
2024-07-01,2024,7,ABANAO-ZANDUETA-KAYONG-CHUGUM-OTEK,1
2024-07-01,2024,7,BAL-MARCOVILLE,1
2024-07-01,2024,7,"GENERAL LUNA, UPPER",1
2024-07-01,2024,7,GUISAD SURONG,1
2024-07-01,2024,7,HAPPY HOMES,1
2024-07-01,2024,7,HILLSIDE,1
2024-07-01,2024,7,KABAYANIHAN,1
2024-07-01,2024,7,KAGITINGAN,1
2024-07-01,2024,7,KAYANG-HILLTOP,1
2024-07-01,2024,7,"LOURDES SUBDIVISION, LOWER",1
2024-07-01,2024,7,"MAGSAYSAY, UPPER",1
2024-07-01,2024,7,"MARKET SUBDIVISION, UPPER",1
2024-07-01,2024,7,PUCSUSAN,1
2024-07-01,2024,7,SAN ANTONIO VILLAGE,1
2024-07-01,2024,7,SANTO TOMAS SCHOOL SITE,1
2024-07-01,2024,7,SLU-SVP HOUSING VILLAGE NEW SITE BAKAKENG,1
2024-07-01,2024,7,UPPER MARKET SUBD,1
2024-08-01,2024,8,IRISAN,323
2024-08-01,2024,8,ASIN ROAD,120
2024-08-01,2024,8,BAKAKENG CENTRAL,105
2024-08-01,2024,8,LOAKAN PROPER,98
2024-08-01,2024,8,PACDAL,97
2024-08-01,2024,8,CAMP 7,91
2024-08-01,2024,8,BAKAKENG NORTH,71
2024-08-01,2024,8,PINGET,71
2024-08-01,2024,8,SANTO TOMAS PROPER,64
2024-08-01,2024,8,GIBRALTAR,60
2024-08-01,2024,8,SAN LUIS VILLAGE,60
2024-08-01,2024,8,PINSAO PROPER,54
2024-08-01,2024,8,FAIRVIEW VILLAGE,52
2024-08-01,2024,8,KIAS,46
2024-08-01,2024,8,SAINT JOSEPH VILLAGE,45
2024-08-01,2024,8,PADRE BURGOS,43
2024-08-01,2024,8,PINSAO PILOT PROJECT,36
2024-08-01,2024,8,DONTOGAN,34
2024-08-01,2024,8,HONEYMOON,34
2024-08-01,2024,8,CABINET HILL-TEACHER'S CAMP,33
2024-08-01,2024,8,AMBIONG,32
2024-08-01,2024,8,"QUIRINO HILL, EAST",32
2024-08-01,2024,8,SAN VICENTE,32
2024-08-01,2024,8,NEW LUCBAN,31
2024-08-01,2024,8,TRANCOVILLE,30
2024-08-01,2024,8,HOLY GHOST EXTENSION,28
2024-08-01,2024,8,PADRE ZAMORA,27
2024-08-01,2024,8,LIWANAG-LOAKAN,26
2024-08-01,2024,8,"SANITARY CAMP, NORTH",26
2024-08-01,2024,8,APUGAN-LOAKAN,24
2024-08-01,2024,8,ENGINEERS' HILL,24
2024-08-01,2024,8,CAMP ALLEN,23
2024-08-01,2024,8,IMELDA VILLAGE,23
2024-08-01,2024,8,OUTLOOK DRIVE,23
2024-08-01,2024,8,A. BONIFACIO-CAGUIOA-RIMANDO,21
2024-08-01,2024,8,CRESENCIA VILLAGE,21
2024-08-01,2024,8,HAPPY HOLLOW,21
2024-08-01,2024,8,"QUIRINO HILL, MIDDLE",20
2024-08-01,2024,8,BROOKSPOINT,19
2024-08-01,2024,8,CITY CAMP PROPER,19
2024-08-01,2024,8,"DAGSIAN, LOWER",19
2024-08-01,2024,8,DOMINICAN HILL-MIRADOR,19
2024-08-01,2024,8,POLIWES,19
2024-08-01,2024,8,GUISAD CENTRAL,18
2024-08-01,2024,8,VICTORIA VILLAGE,18
2024-08-01,2024,8,ATOK TRAIL,17
2024-08-01,2024,8,BAYAN PARK EAST,17
2024-08-01,2024,8,HOLY GHOST PROPER,17
2024-08-01,2024,8,MIDDLE QUEZON HILL SUBDIVISION,17
2024-08-01,2024,8,"ROCK QUARRY, UPPER",17
2024-08-01,2024,8,BROOKSIDE,16
2024-08-01,2024,8,CAMDAS SUBDIVISION,16
2024-08-01,2024,8,GABRIELA SILANG,16
2024-08-01,2024,8,HAPPY HOMES,16
2024-08-01,2024,8,"ROCK QUARRY, LOWER",16
2024-08-01,2024,8,"ROCK QUARRY, MIDDLE",16
2024-08-01,2024,8,"SANITARY CAMP, SOUTH",16
2024-08-01,2024,8,BALSIGAN,15
2024-08-01,2024,8,"QUIRINO HILL, WEST",15
2024-08-01,2024,8,SLAUGHTER HOUSE AREA,15
2024-08-01,2024,8,TEODORA ALONZO,15
2024-08-01,2024,8,QUEZON HILL PROPER,14
2024-08-01,2024,8,"QUIRINO-MAGSAYSAY, UPPER",14
2024-08-01,2024,8,SANTO ROSARIO,14
2024-08-01,2024,8,DIZON SUBDIVISION,13
2024-08-01,2024,8,MAGSAYSAY PRIVATE ROAD,13
2024-08-01,2024,8,"QUIRINO HILL, LOWER",13
2024-08-01,2024,8,SAN ANTONIO VILLAGE,13
2024-08-01,2024,8,ANDRES BONIFACIO,12
2024-08-01,2024,8,"AURORA HILL, SOUTH CENTRAL",12
2024-08-01,2024,8,BGH COMPOUND,12
2024-08-01,2024,8,CITY CAMP CENTRAL,12
2024-08-01,2024,8,"MODERN SITE, EAST",12
2024-08-01,2024,8,CAMP 8,11
2024-08-01,2024,8,"QUEZON HILL, UPPER",11
2024-08-01,2024,8,SCOUT BARRIO,11
2024-08-01,2024,8,ALFONSO TABORA,10
2024-08-01,2024,8,GUISAD SORONG,10
2024-08-01,2024,8,LOURDES SUBDIVISION EXTENSION,10
2024-08-01,2024,8,"MAGSAYSAY, LOWER",10
2024-08-01,2024,8,MINES VIEW PARK,10
2024-08-01,2024,8,SANTA ESCOLASTICA,10
2024-08-01,2024,8,BAYAN PARK WEST,9
2024-08-01,2024,8,KAYANG EXTENSION,9
2024-08-01,2024,8,"LOURDES SUBDIVISION, LOWER",9
2024-08-01,2024,8,LUCNAB,9
2024-08-01,2024,8,BAL-MARCOVILLE,8
2024-08-01,2024,8,COUNTRY CLUB VILLAGE,8
2024-08-01,2024,8,MILITARY CUT-OFF,8
2024-08-01,2024,8,PUCSUSAN,8
2024-08-01,2024,8,BAYAN PARK VILLAGE,7
2024-08-01,2024,8,"DAGSIAN, UPPER",7
2024-08-01,2024,8,DPS AREA,7
2024-08-01,2024,8,LOPEZ JAENA,7
2024-08-01,2024,8,LUALHATI,7
2024-08-01,2024,8,"MARKET SUBDIVISION, UPPER",7
2024-08-01,2024,8,MRR-QUEEN OF PEACE,7
2024-08-01,2024,8,PHIL-AM,7
2024-08-01,2024,8,AURORA HILL PROPER,6
2024-08-01,2024,8,"GENERAL LUNA, UPPER",6
2024-08-01,2024,8,HILLSIDE,6
2024-08-01,2024,8,"MODERN SITE, WEST",6
2024-08-01,2024,8,PALMA-URBANO,6
2024-08-01,2024,8,SALUD MITRA,6
2024-08-01,2024,8,SLU-SVP HOUSING VILLAGE,6
2024-08-01,2024,8,CAMPO FILIPINO,5
2024-08-01,2024,8,IMELDA R. MARCOS,5
2024-08-01,2024,8,FORT DEL PILAR,4
2024-08-01,2024,8,KABAYANIHAN,4
2024-08-01,2024,8,KAYANG-HILLTOP,4
2024-08-01,2024,8,LEGARDA-BURNHAM-KISAD,4
2024-08-01,2024,8,MANUEL A. ROXAS,4
2024-08-01,2024,8,ABANAO-ZANDUETA-KAYONG-CHUGUM-OTEK,3
2024-08-01,2024,8,FERDINAND,3
2024-08-01,2024,8,GENERAL EMILIO F. AGUINALDO,3
2024-08-01,2024,8,GREENWATER VILLAGE,3
2024-08-01,2024,8,HAPPY HOMES (HAPPY HOMES-LUCBAN),3
2024-08-01,2024,8,SESSION ROAD AREA,3
2024-08-01,2024,8,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),2
2024-08-01,2024,8,AURORA HILL PROPER (MALVAR-SGT. FLORESCA),2
2024-08-01,2024,8,"BAYAN PARK, EAST",2
2024-08-01,2024,8,"GENERAL LUNA, LOWER",2
2024-08-01,2024,8,"LOURDES SUBDIVISION, PROPER",2
2024-08-01,2024,8,MAGSAYSAY AVENUE,2
2024-08-01,2024,8,"MAGSAYSAY, UPPER",2
2024-08-01,2024,8,MALCOLM SQUARE-PERFECTO,2
2024-08-01,2024,8,NORTH SANITARY CAMP,2
2024-08-01,2024,8,SAN ROQUE VILLAGE,2
2024-08-01,2024,8,SANTO TOMAS SCHOOL AREA,2
2024-08-01,2024,8,"AURORA HILL, NORTH CENTRAL",1
2024-08-01,2024,8,BAL-MARCOVILLE (MARCOVILLE),1
2024-08-01,2024,8,BAYAN PARK WEST (BAYAN PARK),1
2024-08-01,2024,8,HOLYGHOST EXTENSION,1
2024-08-01,2024,8,HONEYMOON (HONEYMOON-HOLY GHOST),1
2024-08-01,2024,8,LOWER DAGSIAN,1
2024-08-01,2024,8,LOWER ROCK QUARRY,1
2024-08-01,2024,8,MANUEL ROXAS,1
2024-08-01,2024,8,QUIRINO HILL EAST,1
2024-08-01,2024,8,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2024-08-01,2024,8,RIZAL MONUMENT AREA,1
2024-08-01,2024,8,SAN LUIS EXTENSION,1
2024-09-01,2024,9,IRISAN,146
2024-09-01,2024,9,CAMP 7,65
2024-09-01,2024,9,PACDAL,58
2024-09-01,2024,9,BAKAKENG CENTRAL,50
2024-09-01,2024,9,BAKAKENG NORTH,48
2024-09-01,2024,9,ASIN ROAD,45
2024-09-01,2024,9,SAN LUIS VILLAGE,30
2024-09-01,2024,9,GIBRALTAR,29
2024-09-01,2024,9,FAIRVIEW VILLAGE,27
2024-09-01,2024,9,LOAKAN PROPER,24
2024-09-01,2024,9,SAINT JOSEPH VILLAGE,23
2024-09-01,2024,9,PINGET,22
2024-09-01,2024,9,KIAS,20
2024-09-01,2024,9,NEW LUCBAN,20
2024-09-01,2024,9,"SANITARY CAMP, NORTH",20
2024-09-01,2024,9,HONEYMOON,19
2024-09-01,2024,9,PADRE BURGOS,17
2024-09-01,2024,9,TRANCOVILLE,17
2024-09-01,2024,9,PINSAO PROPER,16
2024-09-01,2024,9,AURORA HILL PROPER,15
2024-09-01,2024,9,GUISAD CENTRAL,15
2024-09-01,2024,9,MIDDLE QUEZON HILL SUBDIVISION,15
2024-09-01,2024,9,DONTOGAN,14
2024-09-01,2024,9,GABRIELA SILANG,14
2024-09-01,2024,9,HOLY GHOST PROPER,14
2024-09-01,2024,9,"MODERN SITE, EAST",14
2024-09-01,2024,9,PADRE ZAMORA,14
2024-09-01,2024,9,SANTO TOMAS PROPER,13
